,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Car_Age,Brand,Model
4175,Maruti Wagon R LXI BS IV,Kolkata,2011,34000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2.25,14,Maruti,WagonR
4179,Maruti Ritz VDi,Chennai,2009,83000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,2.95,16,Maruti,RitzVDi
4181,Maruti Baleno Delta,Kochi,2017,15134,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,7.36 Lakh,6.37,8,Maruti,BalenoDelta
4186,Maruti Eeco Smiles 5 Seater AC,Coimbatore,2017,22874,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,5,,4.44,8,Maruti,EecoSmiles
4188,Maruti Ertiga VDI,Chennai,2016,86000,Diesel,Manual,Second,25.47 kmpl,1248 CC,88.50 bhp,7,10.99 Lakh,8.2,9,Maruti,ErtigaVDI
4194,Maruti Baleno RS 1.0 Petrol,Mumbai,2017,16900,Petrol,Manual,First,21.1 kmpl,998 CC,100 bhp,5,,6.99,8,Maruti,BalenoRS
4212,Maruti Swift VXI BSIV,Coimbatore,2016,57932,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,,6.39,9,Maruti,SwiftVXI
4213,Maruti Alto 800 LXI,Jaipur,2015,25000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,2.75,10,Maruti,Alto800
4216,Maruti Wagon R VXI,Coimbatore,2015,43053,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,4.65,10,Maruti,WagonR
4221,Maruti Alto K10 LXI,Kochi,2014,51349,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,3.91 Lakh,2.93,11,Maruti,AltoK10
4224,Maruti Wagon R LXI BSIII,Pune,2008,82500,Petrol,Manual,First,14.0 kmpl,1061 CC,64 bhp,5,,1.75,17,Maruti,WagonR
4228,Maruti Zen Estilo LXI BS IV,Hyderabad,2011,61111,Petrol,Manual,First,19.0 kmpl,998 CC,67.1 bhp,5,,2.6,14,Maruti,ZenEstilo
4232,Maruti Wagon R AMT VXI,Jaipur,2017,34000,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5,,4.35,8,Maruti,WagonR
4235,Maruti Wagon R LXI,Jaipur,2011,80000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2.5,14,Maruti,WagonR
4238,Maruti Alto 800 2016-2019 VXI,Kolkata,2016,31006,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,,2.61,9,Maruti,Alto800
4249,Maruti Swift ZDi,Bangalore,2014,98000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,6.1,11,Maruti,SwiftZDi
4257,Maruti Alto LXi,Mumbai,2010,66000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.5,15,Maruti,AltoLXi
4268,Maruti Swift ZDi,Jaipur,2011,120000,Diesel,Manual,Second,22.9 kmpl,1248 CC,74 bhp,5,,3.2,14,Maruti,SwiftZDi
4269,Maruti Celerio ZXI,Kochi,2018,31396,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,,5.53,7,Maruti,CelerioZXI
4275,Maruti Celerio VXI AT,Pune,2015,26725,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.25,10,Maruti,CelerioVXI
4276,Maruti Ertiga VDI,Kolkata,2014,45617,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,,5.85,11,Maruti,ErtigaVDI
4300,Maruti Wagon R VXI AMT,Mumbai,2018,1997,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,5,6.14 Lakh,4.45,7,Maruti,WagonR
4301,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,47300,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.96 Lakh,8.85,9,Maruti,VitaraBrezza
4305,Maruti Swift ZDi,Chennai,2012,65060,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.8,13,Maruti,SwiftZDi
4308,Maruti Ertiga VDI,Coimbatore,2014,53817,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,11.44 Lakh,7.56,11,Maruti,ErtigaVDI
4312,Maruti SX4 Zxi with Leather BSIII,Chennai,2010,87000,Petrol,Manual,First,15.6 kmpl,1586 CC,104.68 bhp,5,,2.8,15,Maruti,SX4Zxi
4313,Maruti Wagon R AMT VXI,Hyderabad,2016,35000,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5,,5.5,9,Maruti,WagonR
4323,Maruti SX4 ZXI MT BSIV,Pune,2008,85000,Petrol,Manual,First,16.51 kmpl,1586 CC,103.2 bhp,5,,2.5,17,Maruti,SX4ZXI
4328,Maruti Swift DDiS VDI,Coimbatore,2019,41075,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,,8.4,6,Maruti,SwiftDDiS
4331,Maruti Swift ZXI,Mumbai,2016,19000,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,,5.55,9,Maruti,SwiftZXI
4336,Maruti Ciaz 1.3 S,Bangalore,2016,23988,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,7.75,9,Maruti,Ciaz1.3
4343,Maruti Wagon R LXI BSIII,Pune,2004,82000,Petrol,Manual,First,14.0 kmpl,1061 CC,64 bhp,5,,0.85,21,Maruti,WagonR
4346,Maruti Swift ZXI Plus,Ahmedabad,2018,2000,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5,8.16 Lakh,7.75,7,Maruti,SwiftZXI
4351,Maruti Esteem LX BSII,Jaipur,2003,55000,Petrol,Manual,Third,15.9 kmpl,1298 CC,null bhp,5,,0.7,22,Maruti,EsteemLX
4352,Maruti Swift VDI BSIV,Delhi,2014,24000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,5.21,11,Maruti,SwiftVDI
4368,Maruti Zen Estilo LXI BS IV,Pune,2011,20575,Petrol,Manual,First,19.0 kmpl,998 CC,67.1 bhp,5,,2.0,14,Maruti,ZenEstilo
4371,Maruti Ciaz AT ZXi,Mumbai,2015,50940,Petrol,Automatic,First,19.12 kmpl,1373 CC,91.1 bhp,5,,6.95,10,Maruti,CiazAT
4374,Maruti Ciaz ZDi Plus SHVS,Coimbatore,2016,54268,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,7.67,9,Maruti,CiazZDi
4380,Maruti Ciaz RS ZXi Plus,Coimbatore,2016,60913,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,,7.19,9,Maruti,CiazRS
4385,Maruti Baleno Zeta 1.3,Delhi,2015,54000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5,,5.95,10,Maruti,BalenoZeta
4386,Maruti Zen Estilo 1.1 VXI BSIII,Delhi,2008,138000,Petrol,Manual,First,18.2 kmpl,1061 CC,64 bhp,5,,1.2,17,Maruti,ZenEstilo
4390,Maruti Ritz LXI,Hyderabad,2013,80264,Petrol,Manual,First,21.1 kmpl,1197 CC,85.80 bhp,5,,4.3,12,Maruti,RitzLXI
4396,Maruti Ertiga ZDI,Kolkata,2012,38092,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,5.2,13,Maruti,ErtigaZDI
4399,Maruti Swift Dzire AMT ZDI,Chennai,2019,65000,Diesel,Automatic,First,26.59 kmpl,1248 CC,74 bhp,5,,6.75,6,Maruti,SwiftDzire
4408,Maruti Wagon R LXI,Mumbai,2010,12000,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,5.04 Lakh,2.45,15,Maruti,WagonR
4413,Maruti Alto 800 LXI,Kochi,2016,51639,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,3.04,9,Maruti,Alto800
4432,Maruti Alto 800 VXI,Kolkata,2016,24300,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,2.44,9,Maruti,Alto800
4438,Maruti Alto 800 2016-2019 LXI Optional,Jaipur,2019,3000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,,3.5,6,Maruti,Alto800
4453,Maruti Zen Estilo 1.1 VXI BSIII,Ahmedabad,2007,75180,Petrol,Manual,First,18.2 kmpl,1061 CC,64 bhp,5,,1.65,18,Maruti,ZenEstilo
4454,Maruti Swift ZDi,Jaipur,2013,92000,Diesel,Manual,Second,22.9 kmpl,1248 CC,74 bhp,5,,4.35,12,Maruti,SwiftZDi
4456,Maruti Zen Estilo VXI BSIII,Delhi,2007,64000,Petrol,Manual,First,18.2 kmpl,998 CC,67.1 bhp,5,,1.11,18,Maruti,ZenEstilo
4459,Maruti Celerio VXI AT,Pune,2015,50000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,3.9,10,Maruti,CelerioVXI
4462,Maruti Celerio VXI AT,Hyderabad,2014,44000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.3,11,Maruti,CelerioVXI
4467,Maruti Swift VXI BSIII,Chennai,2009,68000,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5,,2.9,16,Maruti,SwiftVXI
4472,Maruti Wagon R VXI,Jaipur,2017,39867,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,5.44 Lakh,4.5,8,Maruti,WagonR
4483,Maruti Baleno Zeta Automatic,Pune,2017,33000,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,,7.25,8,Maruti,BalenoZeta
4492,Maruti Alto 800 LXI,Kolkata,2017,2196,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,2.75,8,Maruti,Alto800
4495,Maruti Dzire AMT ZDI Plus,Kochi,2018,64035,Diesel,Automatic,First,28.4 kmpl,1248 CC,73.75 bhp,5,10.7 Lakh,8.55,7,Maruti,DzireAMT
4508,Maruti Ritz LDi,Coimbatore,2011,88539,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,3.77,14,Maruti,RitzLDi
4512,Maruti Swift Dzire LXI,Kochi,2013,59350,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,4.16,12,Maruti,SwiftDzire
4516,Maruti Eeco 7 Seater Standard,Chennai,2016,55000,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7,4.87 Lakh,3.75,9,Maruti,Eeco7
4519,Maruti Grand Vitara MT,Mumbai,2008,46810,Petrol,Manual,First,9.8 kmpl,1995 CC,163.5 bhp,5,,3.95,17,Maruti,GrandVitara
4532,Maruti Wagon R VXI AMT,Kolkata,2017,17000,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,5,5.8 Lakh,3.95,8,Maruti,WagonR
4536,Maruti A-Star Lxi,Kolkata,2010,60000,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5,,1.35,15,Maruti,A-StarLxi
4543,Maruti Alto K10 VXI AGS,Chennai,2017,5500,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5,,4.25,8,Maruti,AltoK10
4544,Maruti Ritz ZXI,Coimbatore,2016,40052,Petrol,Manual,First,21.1 kmpl,1197 CC,85.80 bhp,5,,6.17,9,Maruti,RitzZXI
4556,Maruti Swift Dzire VDI,Hyderabad,2017,22000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,7.95,8,Maruti,SwiftDzire
4557,Maruti Celerio ZXI,Hyderabad,2015,47020,Petrol,Manual,Second,23.1 kmpl,998 CC,67.04 bhp,5,,4.5,10,Maruti,CelerioZXI
4562,Maruti Alto 800 2016-2019 LXI,Chennai,2016,61000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,,2.9,9,Maruti,Alto800
4563,Maruti Wagon R VXI,Mumbai,2014,43628,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,5.61 Lakh,3.16,11,Maruti,WagonR
4570,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3300,Diesel,Automatic,First,24.3 kmpl,1248 CC,88.5 bhp,5,12.88 Lakh,11.5,7,Maruti,VitaraBrezza
4571,Maruti Alto K10 LXI,Delhi,2016,35027,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,3.91 Lakh,3.0,9,Maruti,AltoK10
4573,Maruti Ciaz VDi Plus SHVS,Ahmedabad,2015,59000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,6.0,10,Maruti,CiazVDi
4590,Maruti Vitara Brezza ZDi,Bangalore,2017,45000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11 Lakh,9.75,8,Maruti,VitaraBrezza
4598,Maruti Swift VDI BSIV,Kolkata,2015,45000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,3.55,10,Maruti,SwiftVDI
4606,Maruti Zen LXi - BS III,Hyderabad,2006,80000,Petrol,Manual,Second,17.3 kmpl,993 CC,60 bhp,5,,1.2,19,Maruti,ZenLXi
4610,Maruti Swift Dzire LDI,Kolkata,2016,85450,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,4.0,9,Maruti,SwiftDzire
4611,Maruti Swift VDI,Jaipur,2013,88000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.33,12,Maruti,SwiftVDI
4620,Maruti SX4 ZXI MT BSIV,Pune,2010,63067,Petrol,Manual,Second,15.5 kmpl,1586 CC,103.3 bhp,5,,2.7,15,Maruti,SX4ZXI
4623,Maruti Swift Ldi BSIV,Pune,2009,140000,Diesel,Manual,Second,17.8 kmpl,1248 CC,75 bhp,5,,2.49,16,Maruti,SwiftLdi
4624,Maruti Swift LDI Optional,Jaipur,2015,130000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,4.5,10,Maruti,SwiftLDI
4636,Maruti SX4 Zxi BSIII,Mumbai,2009,63274,Petrol,Manual,Second,15.0 kmpl,1586 CC,104.68 bhp,5,,1.99,16,Maruti,SX4Zxi
4646,Maruti Celerio VXI AT,Hyderabad,2014,46559,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,3.75,11,Maruti,CelerioVXI
4658,Maruti Alto LXi BSII,Pune,2003,69966,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,0.95,22,Maruti,AltoLXi
4664,Maruti Swift ZXI,Hyderabad,2011,53080,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,,4.4,14,Maruti,SwiftZXI
4666,Maruti Ertiga VXI,Ahmedabad,2012,25000,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7,,5.35,13,Maruti,ErtigaVXI
4680,Maruti Ertiga VDI,Pune,2016,54161,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,11.27 Lakh,7.64,9,Maruti,ErtigaVDI
4681,Maruti Alto LXi BSII,Hyderabad,2011,28619,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,2.4,14,Maruti,AltoLXi
4682,Maruti Wagon R AMT VXI,Mumbai,2016,9000,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5,,4.25,9,Maruti,WagonR
4684,Maruti Alto LXi BSIII,Bangalore,2011,64000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,2.39,14,Maruti,AltoLXi
4686,Maruti Baleno Zeta 1.2,Delhi,2016,21000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,,6.21,9,Maruti,BalenoZeta
4693,Maruti Swift VDI,Mumbai,2013,35000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.65,12,Maruti,SwiftVDI
4696,Maruti Wagon R LX,Jaipur,2006,110000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,1.11,19,Maruti,WagonR
4705,Maruti Alto 800 VXI,Coimbatore,2016,18043,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,4.12,9,Maruti,Alto800
4709,Maruti 1000 AC,Hyderabad,1998,104000,Petrol,Manual,Second,15.0 kmpl,970 CC,null bhp,5,,0.85,27,Maruti,1000AC
4715,Maruti Swift Dzire VDI,Ahmedabad,2015,69000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,5.9,10,Maruti,SwiftDzire
4721,Maruti Alto 800 LXI,Pune,2013,30000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,2.5,12,Maruti,Alto800
4739,Maruti Ertiga SHVS VDI,Hyderabad,2017,17400,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7,,9.75,8,Maruti,ErtigaSHVS
4746,Maruti Wagon R LXI BS IV,Delhi,2011,68000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2.5,14,Maruti,WagonR
4749,Maruti Baleno Zeta 1.2,Ahmedabad,2016,30965,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,,6.25,9,Maruti,BalenoZeta
4754,Maruti Alto 800 LXI,Kochi,2015,21652,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,3.01,10,Maruti,Alto800
4760,Maruti Ciaz 1.3 Alpha,Kochi,2018,39023,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,9.48,7,Maruti,Ciaz1.3
4761,Maruti Wagon R LXI,Jaipur,2004,62000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,,1.25,21,Maruti,WagonR
4763,Maruti Ciaz VDi Plus SHVS,Kolkata,2015,34400,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,5.5,10,Maruti,CiazVDi
4765,Maruti Ertiga VXI,Mumbai,2014,69192,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7,,6.25,11,Maruti,ErtigaVXI
4772,Maruti Swift VDI,Kolkata,2014,47000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,3.9,11,Maruti,SwiftVDI
4781,Maruti Alto LXI,Hyderabad,2007,52195,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.75,18,Maruti,AltoLXI
4793,Maruti Ciaz VDi Plus,Chennai,2015,90000,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,5,,6.5,10,Maruti,CiazVDi
4794,Maruti Vitara Brezza VDi Option,Hyderabad,2018,11000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,,9.4,7,Maruti,VitaraBrezza
4806,Maruti Omni 8 Seater BSII,Jaipur,2004,66624,Petrol,Manual,Third,19.7 kmpl,796 CC,35 bhp,8,,0.85,21,Maruti,Omni8
4808,Maruti Swift VDI,Pune,2012,94868,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.5,13,Maruti,SwiftVDI
4822,Maruti Alto Vxi 1.1,Chennai,2002,103653,Petrol,Manual,Second,18.9 kmpl,1061 CC,47 bhp,5,,1.22,23,Maruti,AltoVxi
4826,Maruti Alto K10 VXI,Kochi,2015,23876,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,4.09 Lakh,3.46,10,Maruti,AltoK10
4830,Maruti Esteem Vxi,Chennai,2004,95000,Petrol,Manual,First,15.9 kmpl,1298 CC,null bhp,5,,0.8,21,Maruti,EsteemVxi
4831,Maruti Swift VDI,Kolkata,2014,25000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,3.95,11,Maruti,SwiftVDI
4836,Maruti Swift Dzire VXi,Bangalore,2009,65000,Petrol,Manual,Second,17.5 kmpl,1298 CC,85.8 bhp,5,,3.1,16,Maruti,SwiftDzire
4840,Maruti Alto LXi BSII,Mumbai,2008,54000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.1,17,Maruti,AltoLXi
4843,Maruti Celerio LXI,Hyderabad,2014,58470,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,,3.9,11,Maruti,CelerioLXI
4844,Maruti Wagon R VXI 1.2,Kolkata,2014,37000,Petrol,Manual,First,21.5 kmpl,1197 CC,81.80 bhp,5,5.56 Lakh,2.8,11,Maruti,WagonR
4845,Maruti Ciaz ZDi Plus,Mumbai,2016,29000,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,5,,8.75,9,Maruti,CiazZDi
4853,Maruti Swift VXI BSIV,Ahmedabad,2015,36100,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,,4.5,10,Maruti,SwiftVXI
4860,Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,30131,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,,2.65,12,Maruti,AltoK10
4861,Maruti Alto 800 2016-2019 VXI,Hyderabad,2017,2530,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,,3.3,8,Maruti,Alto800
4866,Maruti Swift Vdi BSIII,Chennai,2008,107000,Diesel,Manual,Second,17.8 kmpl,1248 CC,75 bhp,5,,3.1,17,Maruti,SwiftVdi
4873,Maruti Baleno Alpha,Chennai,2016,16000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,8.8 Lakh,6.95,9,Maruti,BalenoAlpha
4879,Maruti Swift Dzire ZXI,Mumbai,2014,48241,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,4.5,11,Maruti,SwiftDzire
4880,Maruti Wagon R LXI,Kochi,2014,52431,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,4.59 Lakh,3.01,11,Maruti,WagonR
4887,Maruti Vitara Brezza ZDi Plus,Kochi,2018,57078,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.58 Lakh,10.19,7,Maruti,VitaraBrezza
4892,Maruti Swift Dzire VDI,Hyderabad,2014,81768,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,5.69,11,Maruti,SwiftDzire
4894,Maruti Baleno Alpha Diesel,Hyderabad,2017,24000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5,10.63 Lakh,8.4,8,Maruti,BalenoAlpha
4898,Maruti Celerio VXI AT,Pune,2016,36789,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.25,9,Maruti,CelerioVXI
4902,Maruti Baleno Alpha CVT,Mumbai,2018,3000,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,10.3 Lakh,8.85,7,Maruti,BalenoAlpha
4908,Maruti SX4 ZDI,Kochi,2012,77407,Diesel,Manual,Second,21.5 kmpl,1248 CC,88.8 bhp,5,,3.53,13,Maruti,SX4ZDI
4928,Maruti Swift Dzire VDI,Jaipur,2015,58000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,5.25,10,Maruti,SwiftDzire
4934,Maruti Dzire AMT VDI,Coimbatore,2018,25082,Diesel,Automatic,First,28.4 kmpl,1248 CC,73.75 bhp,5,9.62 Lakh,8.37,7,Maruti,DzireAMT
4944,Maruti Swift Dzire VDI,Pune,2014,197000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,5.0,11,Maruti,SwiftDzire
4946,Maruti Swift VDI,Jaipur,2012,160000,Diesel,Manual,Second,22.9 kmpl,1248 CC,74 bhp,5,,3.9,13,Maruti,SwiftVDI
4949,Maruti Swift Ldi BSIII,Bangalore,2008,100000,Diesel,Manual,Second,17.8 kmpl,1248 CC,75 bhp,5,,3.0,17,Maruti,SwiftLdi
4953,Maruti Alto LXi,Jaipur,2011,100000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.5,14,Maruti,AltoLXi
4955,Maruti Swift VXI BSIV,Bangalore,2006,80010,Petrol,Manual,Second,20.4 kmpl,1197 CC,81.80 bhp,5,,2.85,19,Maruti,SwiftVXI
4958,Maruti Alto 800 VXI,Jaipur,2014,45700,Petrol,Manual,Second,22.74 kmpl,796 CC,47.3 bhp,5,,2.42,11,Maruti,Alto800
4961,Maruti Dzire AMT ZXI Plus,Coimbatore,2019,8018,Petrol,Automatic,First,22.0 kmpl,1197 CC,81.80 bhp,5,10.26 Lakh,8.3,6,Maruti,DzireAMT
4963,Maruti Swift Vdi BSIII,Jaipur,2010,152000,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5,,2.9,15,Maruti,SwiftVdi
4974,Maruti Swift Dzire VDI Optional,Kolkata,2015,36000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,4.7,10,Maruti,SwiftDzire
4975,Maruti Ciaz ZXi,Coimbatore,2016,41810,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,,7.11,9,Maruti,CiazZXi
4977,Maruti Alto K10 2010-2014 VXI,Hyderabad,2011,81000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,,2.2,14,Maruti,AltoK10
4982,Maruti Swift VXI BSIII W/ ABS,Kochi,2018,14589,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5,,5.65,7,Maruti,SwiftVXI
4990,Maruti Swift Dzire VDI,Pune,2015,131000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,3.6,10,Maruti,SwiftDzire
4991,Maruti Swift Dzire VDI,Kolkata,2015,43000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,5.5,10,Maruti,SwiftDzire
5007,Maruti Swift VDI BSIV,Chennai,2013,87192,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,4.35,12,Maruti,SwiftVDI
5012,Maruti Baleno Alpha 1.3,Kochi,2018,42243,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5,,7.48,7,Maruti,BalenoAlpha
5014,Maruti Swift Dzire VDi,Jaipur,2011,110000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,3.5,14,Maruti,SwiftDzire
5019,Maruti Vitara Brezza LDi Option,Pune,2016,31001,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,,7.25,9,Maruti,VitaraBrezza
5020,Maruti Swift Dzire VDI,Kolkata,2014,42109,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,4.25,11,Maruti,SwiftDzire
5023,Maruti Alto 800 LXI,Hyderabad,2013,30852,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,2.49,12,Maruti,Alto800
5026,Maruti Swift Dzire LDI,Delhi,2013,72000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,2.69,12,Maruti,SwiftDzire
5030,Maruti Vitara Brezza LDi,Kochi,2018,32539,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,8.63 Lakh,8.39,7,Maruti,VitaraBrezza
5040,Maruti Versa DX2 BS II,Mumbai,2003,62000,Petrol,Manual,Second,11.3 kmpl,1298 CC,83.1 bhp,8,,1.25,22,Maruti,VersaDX2
5041,Maruti Swift Dzire ZDI,Kolkata,2017,14000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,7.5,8,Maruti,SwiftDzire
5047,Maruti Swift ZDi,Chennai,2012,58133,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.8,13,Maruti,SwiftZDi
5052,Maruti Celerio ZDi,Ahmedabad,2015,42000,Diesel,Manual,First,27.62 kmpl,793 CC,47 bhp,5,,3.6,10,Maruti,CelerioZDi
